timestamp,cpu_pct,mem_pct,req_per_sec,error_rate,is_anomaly,pred_anomaly,anomaly_score
2025-10-02 12:43:00,83.41,62.64,482.0,3.634,1,1,-0.17185062389027206
2025-10-02 14:14:00,88.94,60.88,466.0,8.062,1,1,-0.2000217073517877
2025-10-02 14:29:00,87.98,63.18,410.0,3.535,1,1,-0.13803079898758996
2025-10-02 14:45:00,80.56,61.96,398.3,5.713,1,1,-0.1405095356325794
2025-10-02 14:47:00,86.23,61.1,536.0,6.37,1,1,-0.19368339026337278
2025-10-02 16:42:00,92.23,60.18,524.7,3.578,1,1,-0.18470046820536212
2025-10-02 19:08:00,66.09,54.09,324.2,6.104,1,1,-0.1263936305122082
2025-10-02 20:03:00,63.64,56.58,188.5,6.336,1,1,-0.1342669054546899
2025-10-02 20:19:00,67.28,51.76,293.4,3.236,1,1,-0.08875929802651072
2025-10-02 21:13:00,56.82,50.05,227.0,5.895,1,1,-0.12560707968881013
2025-10-02 22:13:00,61.21,47.99,249.3,6.877,1,1,-0.15035493881427997
2025-10-02 22:21:00,61.17,47.01,172.4,5.924,1,1,-0.14411642971421268
2025-10-02 22:31:00,70.46,45.82,281.7,3.264,1,1,-0.13600833376295185
2025-10-02 22:45:00,70.76,45.53,427.3,5.601,1,1,-0.17493070513149278
2025-10-02 22:55:00,53.22,44.71,69.4,5.908,1,1,-0.17369064389868671
2025-10-02 23:21:00,69.66,48.04,351.5,6.845,1,1,-0.1736467220998661
2025-10-03 00:18:00,23.3,42.62,161.0,0.229,0,1,-0.002773171560505716
2025-10-03 00:23:00,17.02,43.93,168.9,0.263,0,1,-0.017667818918304157
2025-10-03 00:27:00,58.99,46.81,318.1,4.608,1,1,-0.12860002919446112
2025-10-03 00:42:00,70.92,49.12,233.5,7.342,1,1,-0.1712914829338198
2025-10-03 00:58:00,50.28,44.27,319.5,6.595,1,1,-0.1569408551966439
2025-10-03 01:38:00,20.81,43.49,166.3,0.274,0,1,-0.024321038752227464
2025-10-03 01:50:00,61.24,47.35,357.3,7.032,1,1,-0.15770719908739728
2025-10-03 02:39:00,60.24,51.22,206.8,4.206,1,1,-0.0878179128818507
2025-10-03 03:08:00,77.14,52.76,200.4,7.057,1,1,-0.15998996123880393
2025-10-03 06:30:00,69.97,51.86,408.6,6.485,1,1,-0.16429829741441582
2025-10-03 06:35:00,83.94,57.29,205.0,4.779,1,1,-0.1467937300574058
2025-10-03 06:39:00,76.03,54.3,228.0,4.279,1,1,-0.13604931407386744
2025-10-03 06:50:00,76.33,56.9,468.0,5.578,1,1,-0.17688368304697732
2025-10-03 07:15:00,82.61,58.4,397.4,6.252,1,1,-0.15051613977802591
2025-10-03 08:53:00,81.53,58.37,379.8,3.199,1,1,-0.09674308112134611
2025-10-03 08:58:00,82.14,56.04,335.9,6.732,1,1,-0.15045570951146403
2025-10-03 09:30:00,100.0,61.17,495.4,5.699,1,1,-0.1952362006016587
2025-10-03 10:41:00,92.63,58.96,494.3,7.206,1,1,-0.20412619209602323
2025-10-03 11:56:00,91.79,62.46,512.9,8.101,1,1,-0.21300942796442635
2025-10-03 13:13:00,59.92,65.93,408.7,0.323,0,1,-0.00239615596232734
2025-10-03 13:26:00,90.6,62.49,484.4,7.876,1,1,-0.20667333563428347
2025-10-03 13:27:00,81.42,61.64,375.4,5.632,1,1,-0.12479737130174517
2025-10-03 14:10:00,86.36,61.05,415.6,5.867,1,1,-0.1494470876143391
2025-10-03 14:41:00,78.26,66.77,353.1,3.401,1,1,-0.14647759722071751
2025-10-03 14:55:00,77.6,60.5,590.4,5.786,1,1,-0.18306326586794575
2025-10-03 15:58:00,77.63,64.95,224.4,7.814,1,1,-0.17896947334608948
2025-10-03 16:32:00,81.12,59.86,207.7,3.417,1,1,-0.14185660526964472
2025-10-03 18:25:00,76.73,54.58,367.7,7.622,1,1,-0.16401710528306224
2025-10-03 19:08:00,75.58,52.77,385.9,7.12,1,1,-0.175927103351044
2025-10-03 21:48:00,65.07,49.38,146.5,7.351,1,1,-0.16236233813833512
2025-10-03 22:47:00,60.18,49.67,323.0,6.488,1,1,-0.14479964382739097
2025-10-03 23:08:00,69.22,49.76,169.2,4.738,1,1,-0.14201361470426233
2025-10-03 23:24:00,21.78,47.98,139.6,0.082,0,1,-0.0007795114234184775
2025-10-03 23:29:00,28.61,43.27,163.2,0.37,0,1,-0.021099092560926347
2025-10-03 23:52:00,75.04,48.54,287.4,3.742,1,1,-0.14205152397581733
2025-10-04 00:25:00,20.11,41.87,201.4,0.226,0,1,-0.011878612518081977
2025-10-04 01:33:00,21.91,43.72,150.0,0.165,0,1,-0.001718959052013358
2025-10-04 03:21:00,67.79,51.29,228.4,4.694,1,1,-0.10965260679094113
2025-10-04 04:44:00,70.12,53.01,197.5,5.652,1,1,-0.14045410685251303
2025-10-04 04:56:00,67.92,54.36,413.1,3.396,1,1,-0.09750399799379716
2025-10-04 05:03:00,60.94,51.03,360.8,4.681,1,1,-0.10833995854322231
2025-10-04 06:51:00,68.85,52.77,308.7,3.523,1,1,-0.09174452889329965
2025-10-04 06:52:00,64.04,56.22,205.7,6.035,1,1,-0.12124988175871243
2025-10-04 07:05:00,80.27,56.78,390.9,5.828,1,1,-0.13835406701408226
2025-10-04 07:13:00,72.31,57.12,176.6,6.935,1,1,-0.1552468969823655
2025-10-04 08:11:00,74.47,59.02,221.1,6.019,1,1,-0.15598897112999466
2025-10-04 08:29:00,84.68,60.85,249.6,6.64,1,1,-0.1647440173206457
2025-10-04 09:20:00,98.64,60.08,254.9,4.202,1,1,-0.1538696478545546
2025-10-04 11:28:00,88.32,61.52,557.9,5.498,1,1,-0.19115533215326774
2025-10-04 13:22:00,95.5,63.43,396.8,4.271,1,1,-0.14757944884719243
2025-10-04 13:31:00,93.12,64.12,425.7,5.673,1,1,-0.17653885878554976
2025-10-04 14:19:00,94.3,64.43,265.2,5.382,1,1,-0.16789394329560103
2025-10-04 15:21:00,87.55,62.13,310.0,6.212,1,1,-0.16353917050562328
2025-10-04 15:52:00,86.65,64.35,477.9,3.446,1,1,-0.18344137906799562
2025-10-04 16:02:00,90.56,62.53,273.2,5.872,1,1,-0.17014532554366513
2025-10-04 16:08:00,88.26,60.2,484.8,5.854,1,1,-0.18459449802189265
2025-10-04 16:26:00,98.87,60.15,484.7,7.32,1,1,-0.20029528358746074
2025-10-04 16:29:00,85.66,59.46,403.7,7.98,1,1,-0.17043822831366973
2025-10-04 16:31:00,81.31,59.71,410.4,3.33,1,1,-0.10356896463130905
2025-10-04 18:13:00,69.92,53.34,476.1,3.627,1,1,-0.15284468067300694
2025-10-04 18:20:00,78.59,58.02,292.5,3.666,1,1,-0.12900630841116867
2025-10-04 18:30:00,74.21,54.08,106.5,4.828,1,1,-0.16290150980996287
2025-10-04 19:07:00,73.11,51.96,183.7,7.867,1,1,-0.16901565703001098
2025-10-04 22:20:00,58.38,50.79,350.2,6.138,1,1,-0.1344785891405963
2025-10-05 00:36:00,50.31,48.55,246.8,3.66,1,1,-0.07037996620334608
2025-10-05 01:00:00,22.76,40.83,175.2,0.281,0,1,-0.010095607430630316
2025-10-05 01:53:00,17.91,41.0,206.4,0.307,0,1,-0.046133965066447735
2025-10-05 02:17:00,62.97,47.65,130.2,5.493,1,1,-0.15951866732021525
2025-10-05 03:15:00,74.23,52.24,417.0,7.996,1,1,-0.1886291089496005
2025-10-05 04:02:00,74.96,49.91,308.4,3.812,1,1,-0.13987860575857491
2025-10-05 04:28:00,70.93,52.58,333.0,4.233,1,1,-0.10763824393092658
2025-10-05 05:10:00,77.25,50.75,177.5,6.25,1,1,-0.16485105854966542
2025-10-05 06:07:00,74.5,52.57,237.5,5.319,1,1,-0.14607130785310385
2025-10-05 07:37:00,70.3,62.21,285.2,5.007,1,1,-0.12687636421434612
2025-10-05 12:45:00,79.62,61.95,271.3,6.849,1,1,-0.16564865509773852
2025-10-05 13:19:00,89.49,61.79,276.5,5.666,1,1,-0.1689800505236395
2025-10-05 14:25:00,87.34,62.23,432.3,7.052,1,1,-0.17818104594775497
2025-10-05 15:15:00,95.65,61.34,397.9,3.489,1,1,-0.1323319961445334
2025-10-05 16:12:00,92.6,57.23,410.2,6.555,1,1,-0.17110577424305629
2025-10-05 16:14:00,81.6,57.03,491.4,3.259,1,1,-0.1637071253306026
2025-10-05 16:37:00,84.79,59.03,234.2,3.372,1,1,-0.1463556265995405
2025-10-05 16:44:00,80.45,62.51,481.9,4.535,1,1,-0.16934333443705807
2025-10-05 16:46:00,79.36,58.09,451.0,4.793,1,1,-0.1599759214585761
2025-10-05 18:58:00,73.88,54.34,436.7,6.3,1,1,-0.16750722926267758
2025-10-05 19:06:00,82.64,54.47,292.4,7.473,1,1,-0.16946847639404505
2025-10-05 21:20:00,57.13,44.88,340.5,4.276,1,1,-0.12637127832739448
2025-10-06 00:16:00,56.82,44.86,323.5,6.383,1,1,-0.1605008756808377
2025-10-06 00:18:00,58.93,47.69,251.3,7.531,1,1,-0.15721606285227618
2025-10-06 00:52:00,55.46,46.83,225.0,4.807,1,1,-0.11907958049875522
2025-10-06 01:34:00,19.3,44.15,171.3,0.114,0,1,-0.011658434335743428
2025-10-06 02:16:00,20.72,43.96,224.5,0.055,0,1,-0.033214417114678096
2025-10-06 02:59:00,59.51,47.47,248.0,7.626,1,1,-0.1576185950090414
2025-10-06 03:02:00,67.92,50.95,216.1,3.312,1,1,-0.08378893523369413
2025-10-06 04:39:00,76.4,50.45,272.6,3.336,1,1,-0.12935842904772832
2025-10-06 07:04:00,76.39,57.66,147.9,3.751,1,1,-0.15049778570282535
2025-10-06 07:29:00,66.34,54.92,302.3,6.809,1,1,-0.12488136491181123
2025-10-06 07:41:00,85.51,58.04,253.9,3.536,1,1,-0.13808490012707964
2025-10-06 07:46:00,79.61,56.75,187.5,5.936,1,1,-0.1536314184977149
2025-10-06 08:33:00,82.82,58.25,216.5,5.789,1,1,-0.1545157424137268
2025-10-06 11:20:00,93.07,62.13,296.4,3.832,1,1,-0.14793685249464705
2025-10-06 12:17:00,96.83,64.01,445.4,7.871,1,1,-0.20349337469271866
2025-10-06 12:29:00,92.32,64.03,468.1,8.208,1,1,-0.21202814858991126
2025-10-06 14:36:00,81.26,64.55,301.0,7.385,1,1,-0.17139964514989903
2025-10-06 15:25:00,78.88,58.83,509.0,3.225,1,1,-0.1596601040689951
2025-10-06 15:37:00,98.02,61.76,491.7,6.367,1,1,-0.19775411422566302
2025-10-06 16:11:00,93.5,58.51,216.7,6.459,1,1,-0.17199507506382694
2025-10-06 16:23:00,72.6,59.55,360.6,6.757,1,1,-0.1266125314359856
2025-10-06 16:44:00,88.53,59.19,401.8,6.809,1,1,-0.16056961686691817
2025-10-06 17:22:00,80.51,57.18,249.3,4.68,1,1,-0.1335258468136763
2025-10-06 21:40:00,70.48,49.12,171.4,7.285,1,1,-0.17562223449018843
2025-10-06 21:52:00,69.54,50.29,377.2,6.623,1,1,-0.16335788322601663
2025-10-06 21:55:00,67.62,50.24,308.8,5.618,1,1,-0.13840089977558423
2025-10-06 23:04:00,56.19,46.07,221.1,5.025,1,1,-0.13221661712787258
2025-10-06 23:15:00,68.16,48.63,254.2,3.309,1,1,-0.09904283918584966
2025-10-07 00:17:00,19.96,43.4,221.2,0.255,0,1,-0.021626973914010916
2025-10-07 01:51:00,61.74,43.62,350.8,4.897,1,1,-0.1555314381751287
2025-10-07 02:47:00,58.07,48.77,215.6,6.271,1,1,-0.12591529025874626
2025-10-07 03:06:00,69.11,47.0,367.1,3.755,1,1,-0.12474440659843178
2025-10-07 03:45:00,70.23,47.64,84.4,7.38,1,1,-0.19158661896762974
2025-10-07 03:59:00,58.57,47.91,360.4,7.794,1,1,-0.16571306504004268
2025-10-07 05:15:00,82.24,53.03,445.6,5.808,1,1,-0.17935582448658538
2025-10-07 07:13:00,76.48,58.32,489.0,5.571,1,1,-0.1809403468091686
2025-10-07 08:15:00,90.41,58.64,458.8,5.563,1,1,-0.18655423347896716
2025-10-07 08:37:00,84.39,62.09,459.9,6.428,1,1,-0.1858905134157216
2025-10-07 09:04:00,96.03,60.86,393.4,5.634,1,1,-0.14439916845384904
2025-10-07 09:46:00,82.14,59.94,444.0,3.567,1,1,-0.14706301294159374
2025-10-07 09:57:00,97.89,60.57,316.1,5.5,1,1,-0.15511445297063575
2025-10-07 11:25:00,85.27,61.72,576.5,8.029,1,1,-0.21097011533664745
2025-10-07 12:24:00,85.31,62.18,335.5,6.208,1,1,-0.14458504664151972
2025-10-07 14:27:00,87.15,62.06,435.6,3.46,1,1,-0.1474865120252271
2025-10-07 17:49:00,68.02,55.85,342.6,6.112,1,1,-0.11127599532171173
2025-10-07 18:02:00,75.48,52.89,415.9,6.584,1,1,-0.1729257495759029
2025-10-07 18:15:00,77.17,54.45,304.3,4.567,1,1,-0.13645665011070285
2025-10-07 21:02:00,73.13,46.03,433.1,5.746,1,1,-0.1807718852514738
2025-10-07 22:26:00,68.01,47.63,305.0,8.082,1,1,-0.1676115346521736
2025-10-07 23:18:00,66.79,42.73,16.5,5.392,1,1,-0.200419850050658
2025-10-07 23:24:00,63.28,44.34,296.0,5.495,1,1,-0.16065240742483367
2025-10-07 23:56:00,24.87,41.81,148.9,0.241,0,1,-0.005180365330324177
2025-10-07 23:57:00,58.63,46.91,180.1,6.573,1,1,-0.14542640314136623
