timestamp,cpu_pct,mem_pct,req_per_sec,error_rate,is_anomaly
2025-10-01T02:18:00,26.19,46.86,205.6,0.122,0
2025-10-01T02:19:00,29.21,53.16,182.1,0.286,0
2025-10-01T02:20:00,27.91,51.4,182.3,0.318,0
2025-10-01T02:21:00,27.83,49.38,170.4,0.237,0
2025-10-01T02:22:00,28.83,49.66,208.6,0.332,0
2025-10-01T02:23:00,28.01,48.3,162.6,0.266,0
2025-10-01T02:24:00,25.88,41.18,212.3,0.181,0
2025-10-01T02:25:00,31.58,46.77,225.0,0.215,0
2025-10-01T02:26:00,25.12,49.35,196.8,0.203,0
2025-10-01T02:27:00,22.55,52.08,232.9,0.291,0
2025-10-01T02:28:00,23.55,50.98,205.4,0.152,0
2025-10-01T02:29:00,24.15,48.39,207.5,0.184,0
2025-10-01T02:30:00,27.6,47.77,165.1,0.249,0
2025-10-01T02:31:00,27.78,48.21,237.6,0.243,0
2025-10-01T02:32:00,26.9,43.79,187.6,0.234,0
2025-10-01T02:33:00,25.27,47.03,192.4,0.157,0
2025-10-01T02:34:00,32.04,48.15,220.6,0.164,0
2025-10-01T02:35:00,29.17,48.29,146.6,0.219,0
2025-10-01T02:36:00,25.28,49.07,175.0,0.225,0
2025-10-01T02:37:00,29.22,51.36,193.4,0.107,0
2025-10-01T02:38:00,24.92,46.96,188.1,0.243,0
2025-10-01T02:39:00,28.76,48.7,196.4,0.162,0
2025-10-01T02:40:00,30.73,48.61,170.4,0.325,0
2025-10-01T02:41:00,29.36,47.95,203.9,0.211,0
2025-10-01T02:42:00,26.19,45.96,198.1,0.252,0
2025-10-01T02:43:00,24.72,45.12,213.0,0.139,0
2025-10-01T02:44:00,28.36,46.67,178.4,0.18,0
2025-10-01T02:45:00,27.72,49.5,196.4,0.229,0
2025-10-01T02:46:00,24.66,47.23,146.4,0.295,0
2025-10-01T02:47:00,27.65,51.68,161.1,0.074,0
2025-10-01T02:48:00,21.53,48.66,220.0,0.107,0
2025-10-01T02:49:00,26.6,49.04,216.0,0.325,0
2025-10-01T02:50:00,29.63,47.25,210.6,0.159,0
2025-10-01T02:51:00,28.27,43.32,217.3,0.242,0
2025-10-01T02:52:00,27.59,49.95,204.6,0.226,0
2025-10-01T02:53:00,23.48,46.37,196.9,0.207,0
2025-10-01T02:54:00,26.17,46.92,190.9,0.231,0
2025-10-01T02:55:00,25.97,47.86,212.2,0.23,0
2025-10-01T02:56:00,26.17,47.4,212.0,0.266,0
2025-10-01T02:57:00,26.48,49.75,212.6,0.187,0
2025-10-01T02:58:00,25.07,49.69,240.5,0.073,0
2025-10-01T02:59:00,28.59,51.12,196.7,0.205,0
2025-10-01T03:00:00,24.46,51.05,180.7,0.258,0
2025-10-01T03:01:00,29.66,49.64,188.0,0.177,0
2025-10-01T03:02:00,32.94,50.82,198.8,0.243,0
2025-10-01T03:03:00,28.64,51.72,223.7,0.189,0
2025-10-01T03:04:00,32.04,44.43,218.5,0.225,0
2025-10-01T03:05:00,32.8,48.99,258.3,0.238,0
2025-10-01T03:06:00,32.84,47.77,220.5,0.174,0
2025-10-01T03:07:00,29.93,51.35,236.5,0.123,0
2025-10-01T03:08:00,30.0,51.32,195.6,0.194,0
2025-10-01T03:09:00,29.48,52.56,219.8,0.191,0
2025-10-01T03:10:00,29.43,48.79,220.4,0.179,0
2025-10-01T03:11:00,25.39,48.47,207.9,0.249,0
2025-10-01T03:12:00,25.46,50.66,194.9,0.218,0
2025-10-01T03:13:00,26.84,47.77,218.3,0.285,0
2025-10-01T03:14:00,27.57,49.67,205.8,0.204,0
2025-10-01T03:15:00,28.2,49.71,192.8,0.221,0
2025-10-01T03:16:00,28.58,48.72,211.6,0.114,0
2025-10-01T03:17:00,32.74,50.14,179.8,0.285,0
2025-10-01T03:18:00,35.62,44.13,211.0,0.109,0
2025-10-01T03:19:00,32.86,49.08,258.0,0.17,0
2025-10-01T03:20:00,31.05,44.86,232.2,0.219,0
2025-10-01T03:21:00,32.86,52.92,209.4,0.291,0
2025-10-01T03:22:00,22.65,49.28,219.2,0.238,0
2025-10-01T03:23:00,29.05,49.84,220.1,0.227,0
2025-10-01T03:24:00,26.67,45.5,232.3,0.276,0
2025-10-01T03:25:00,25.21,48.8,189.3,0.278,0
2025-10-01T03:26:00,23.95,47.35,265.0,0.296,0
2025-10-01T03:27:00,25.17,51.55,209.5,0.352,0
2025-10-01T03:28:00,26.13,51.96,203.5,0.211,0
2025-10-01T03:29:00,34.69,50.45,214.5,0.271,0
2025-10-01T03:30:00,25.59,47.83,214.7,0.203,0
2025-10-01T03:31:00,31.85,51.58,193.3,0.225,0
2025-10-01T03:32:00,62.95,50.4,187.7,3.723,1
2025-10-01T03:33:00,30.03,51.96,203.7,0.182,0
2025-10-01T03:34:00,27.8,49.51,228.9,0.186,0
2025-10-01T03:35:00,32.92,50.96,239.3,0.137,0
2025-10-01T03:36:00,29.35,49.65,199.4,0.149,0
2025-10-01T03:37:00,27.41,47.63,245.2,0.169,0
2025-10-01T03:38:00,30.13,49.0,195.1,0.19,0
2025-10-01T03:39:00,34.26,50.59,240.4,0.205,0
2025-10-01T03:40:00,30.65,50.38,196.6,0.163,0
2025-10-01T03:41:00,30.11,48.2,209.0,0.239,0
2025-10-01T03:42:00,33.42,47.1,214.7,0.194,0
2025-10-01T03:43:00,29.29,47.11,214.0,0.145,0
2025-10-01T03:44:00,31.11,50.24,232.7,0.211,0
2025-10-01T03:45:00,27.43,45.71,211.4,0.162,0
2025-10-01T03:46:00,24.53,50.72,199.6,0.194,0
2025-10-01T03:47:00,31.44,49.04,217.7,0.194,0
2025-10-01T03:48:00,29.83,52.63,246.3,0.172,0
2025-10-01T03:49:00,31.35,48.12,218.1,0.309,0
2025-10-01T03:50:00,27.83,46.57,237.5,0.193,0
2025-10-01T03:51:00,27.48,45.61,185.5,0.231,0
2025-10-01T03:52:00,28.66,50.63,209.4,0.186,0
2025-10-01T03:53:00,29.82,49.71,251.2,0.271,0
2025-10-01T03:54:00,29.85,49.72,244.8,0.22,0
2025-10-01T03:55:00,27.79,46.25,239.6,0.227,0
2025-10-01T03:56:00,31.68,45.97,220.9,0.188,0
2025-10-01T03:57:00,35.59,46.88,225.8,0.221,0
2025-10-01T03:58:00,35.08,50.18,225.9,0.134,0
2025-10-01T03:59:00,27.72,48.13,222.5,0.213,0
2025-10-01T04:00:00,33.23,52.68,236.4,0.205,0
2025-10-01T04:01:00,31.53,54.11,228.1,0.232,0
2025-10-01T04:02:00,26.64,50.91,236.3,0.192,0
2025-10-01T04:03:00,27.74,52.34,222.2,0.264,0
2025-10-01T04:04:00,33.75,54.89,271.2,0.25,0
2025-10-01T04:05:00,69.33,51.01,373.1,5.52,1
2025-10-01T04:06:00,33.9,53.14,218.3,0.277,0
2025-10-01T04:07:00,34.8,50.44,246.8,0.276,0
2025-10-01T04:08:00,35.79,52.81,270.8,0.243,0
2025-10-01T04:09:00,33.47,48.26,227.5,0.24,0
2025-10-01T04:10:00,33.48,50.46,243.5,0.193,0
2025-10-01T04:11:00,31.97,55.29,220.5,0.2,0
2025-10-01T04:12:00,32.84,53.21,207.1,0.184,0
2025-10-01T04:13:00,30.82,49.53,234.6,0.226,0
2025-10-01T04:14:00,29.91,48.2,250.4,0.247,0
2025-10-01T04:15:00,31.13,50.5,199.6,0.225,0
2025-10-01T04:16:00,33.41,52.58,228.8,0.108,0
2025-10-01T04:17:00,33.76,52.25,228.8,0.254,0
2025-10-01T04:18:00,31.58,52.14,271.9,0.187,0
2025-10-01T04:19:00,33.85,50.78,197.1,0.295,0
2025-10-01T04:20:00,32.16,48.87,249.5,0.267,0
2025-10-01T04:21:00,33.3,52.91,259.7,0.211,0
2025-10-01T04:22:00,31.27,48.79,225.0,0.159,0
2025-10-01T04:23:00,30.07,49.76,237.5,0.091,0
2025-10-01T04:24:00,28.04,49.51,227.3,0.217,0
2025-10-01T04:25:00,36.27,48.64,227.9,0.107,0
2025-10-01T04:26:00,30.42,49.29,229.1,0.265,0
2025-10-01T04:27:00,27.92,52.69,233.5,0.131,0
2025-10-01T04:28:00,29.57,52.02,225.2,0.165,0
2025-10-01T04:29:00,34.23,50.46,220.4,0.128,0
2025-10-01T04:30:00,24.38,51.35,264.3,0.215,0
2025-10-01T04:31:00,33.91,46.34,230.8,0.197,0
2025-10-01T04:32:00,27.89,50.19,211.5,0.195,0
2025-10-01T04:33:00,29.45,50.72,253.0,0.189,0
2025-10-01T04:34:00,28.53,53.12,281.5,0.3,0
2025-10-01T04:35:00,34.75,51.56,237.4,0.205,0
2025-10-01T04:36:00,28.42,52.48,230.6,0.231,0
2025-10-01T04:37:00,32.12,46.26,226.1,0.194,0
2025-10-01T04:38:00,30.89,51.87,263.8,0.263,0
2025-10-01T04:39:00,30.26,49.32,226.8,0.186,0
2025-10-01T04:40:00,29.92,53.28,255.4,0.116,0
2025-10-01T04:41:00,31.46,53.42,266.8,0.267,0
2025-10-01T04:42:00,33.9,49.73,229.1,0.227,0
2025-10-01T04:43:00,32.59,51.14,237.1,0.16,0
2025-10-01T04:44:00,31.4,53.17,214.3,0.231,0
2025-10-01T04:45:00,28.02,54.5,244.2,0.186,0
2025-10-01T04:46:00,36.86,49.05,264.0,0.273,0
2025-10-01T04:47:00,32.95,51.03,267.9,0.178,0
2025-10-01T04:48:00,33.84,51.66,243.6,0.286,0
2025-10-01T04:49:00,36.23,54.55,243.1,0.171,0
2025-10-01T04:50:00,28.44,48.8,219.2,0.108,0
2025-10-01T04:51:00,33.55,49.87,231.3,0.142,0
2025-10-01T04:52:00,26.75,52.56,225.3,0.187,0
2025-10-01T04:53:00,34.74,52.79,260.9,0.22,0
2025-10-01T04:54:00,70.8,51.13,248.3,5.515,1
2025-10-01T04:55:00,29.58,47.7,225.3,0.237,0
2025-10-01T04:56:00,36.3,52.3,236.8,0.191,0
2025-10-01T04:57:00,29.64,46.78,212.6,0.324,0
2025-10-01T04:58:00,26.13,51.41,271.1,0.217,0
2025-10-01T04:59:00,29.35,54.38,224.9,0.242,0
2025-10-01T05:00:00,36.38,51.57,249.7,0.221,0
2025-10-01T05:01:00,37.28,51.45,278.5,0.155,0
2025-10-01T05:02:00,35.63,55.28,297.7,0.189,0
2025-10-01T05:03:00,34.84,54.46,260.9,0.263,0
2025-10-01T05:04:00,36.3,52.37,261.8,0.097,0
2025-10-01T05:05:00,38.53,53.45,281.9,0.201,0
2025-10-01T05:06:00,32.71,51.08,279.6,0.094,0
2025-10-01T05:07:00,32.99,51.05,260.0,0.136,0
2025-10-01T05:08:00,37.16,55.81,236.2,0.222,0
2025-10-01T05:09:00,36.46,53.43,275.7,0.091,0
2025-10-01T05:10:00,32.33,55.66,274.8,0.137,0
2025-10-01T05:11:00,35.11,54.91,260.1,0.248,0
2025-10-01T05:12:00,37.04,52.66,263.8,0.194,0
2025-10-01T05:13:00,70.31,50.5,466.1,6.133,1
2025-10-01T05:14:00,39.5,52.66,261.0,0.212,0
2025-10-01T05:15:00,36.52,54.04,270.9,0.2,0
2025-10-01T05:16:00,41.76,56.53,303.3,0.253,0
2025-10-01T05:17:00,40.87,53.28,270.5,0.281,0
2025-10-01T05:18:00,41.04,54.0,260.0,0.104,0
2025-10-01T05:19:00,39.76,54.35,263.3,0.146,0
2025-10-01T05:20:00,73.93,58.09,146.2,7.279,1
2025-10-01T05:21:00,34.3,55.93,289.0,0.286,0
2025-10-01T05:22:00,38.79,53.63,249.8,0.176,0
2025-10-01T05:23:00,39.41,55.75,250.1,0.254,0
2025-10-01T05:24:00,33.54,53.9,279.8,0.083,0
2025-10-01T05:25:00,33.84,52.25,319.1,0.25,0
2025-10-01T05:26:00,37.38,51.34,225.6,0.115,0
2025-10-01T05:27:00,34.04,51.91,231.2,0.245,0
2025-10-01T05:28:00,34.5,50.44,297.8,0.145,0
2025-10-01T05:29:00,38.46,52.95,245.4,0.231,0
2025-10-01T05:30:00,36.79,52.55,287.2,0.121,0
2025-10-01T05:31:00,33.96,52.23,290.5,0.127,0
2025-10-01T05:32:00,38.49,51.98,290.8,0.232,0
2025-10-01T05:33:00,37.65,56.1,282.2,0.185,0
2025-10-01T05:34:00,34.64,50.92,273.1,0.237,0
2025-10-01T05:35:00,36.98,50.79,299.8,0.247,0
2025-10-01T05:36:00,36.54,55.55,302.1,0.137,0
2025-10-01T05:37:00,32.16,53.32,273.8,0.23,0
2025-10-01T05:38:00,35.26,51.12,250.3,0.18,0
2025-10-01T05:39:00,36.65,53.42,288.3,0.199,0
2025-10-01T05:40:00,32.57,50.32,283.9,0.256,0
2025-10-01T05:41:00,35.51,52.88,328.6,0.232,0
2025-10-01T05:42:00,32.25,53.15,266.4,0.287,0
2025-10-01T05:43:00,40.95,51.8,290.5,0.083,0
2025-10-01T05:44:00,38.07,53.25,272.5,0.219,0
2025-10-01T05:45:00,30.44,51.5,222.1,0.231,0
2025-10-01T05:46:00,39.84,53.99,260.9,0.215,0
2025-10-01T05:47:00,35.94,55.51,237.2,0.103,0
2025-10-01T05:48:00,33.56,54.29,296.9,0.31,0
2025-10-01T05:49:00,36.27,53.48,268.3,0.247,0
2025-10-01T05:50:00,40.84,50.78,302.6,0.226,0
2025-10-01T05:51:00,30.84,48.3,279.4,0.21,0
2025-10-01T05:52:00,40.3,51.81,260.9,0.264,0
2025-10-01T05:53:00,38.21,54.02,268.5,0.226,0
2025-10-01T05:54:00,76.55,54.22,150.3,4.234,1
2025-10-01T05:55:00,38.02,52.31,305.7,0.16,0
2025-10-01T05:56:00,38.2,54.61,306.6,0.266,0
2025-10-01T05:57:00,33.84,51.35,249.0,0.279,0
2025-10-01T05:58:00,34.96,52.13,270.2,0.217,0
2025-10-01T05:59:00,34.53,52.56,279.8,0.171,0
2025-10-01T06:00:00,41.33,56.32,309.6,0.162,0
2025-10-01T06:01:00,37.38,55.1,308.1,0.186,0
2025-10-01T06:02:00,45.97,56.48,293.2,0.17,0
2025-10-01T06:03:00,39.48,56.5,305.7,0.245,0
2025-10-01T06:04:00,46.83,54.95,313.5,0.224,0
2025-10-01T06:05:00,85.66,56.14,184.1,5.038,1
2025-10-01T06:06:00,45.67,55.05,287.4,0.195,0
2025-10-01T06:07:00,41.79,54.26,290.2,0.188,0
2025-10-01T06:08:00,40.61,51.87,302.7,0.219,0
2025-10-01T06:09:00,37.28,53.53,298.0,0.234,0
2025-10-01T06:10:00,38.56,51.47,288.3,0.183,0
2025-10-01T06:11:00,39.67,52.96,298.8,0.183,0
2025-10-01T06:12:00,80.26,58.3,470.6,5.539,1
2025-10-01T06:13:00,39.8,56.28,309.4,0.158,0
2025-10-01T06:14:00,37.22,56.95,324.2,0.202,0
2025-10-01T06:15:00,38.49,54.9,291.9,0.11,0
2025-10-01T06:16:00,37.96,57.84,275.5,0.257,0
2025-10-01T06:17:00,45.19,51.44,276.0,0.202,0
2025-10-01T06:18:00,39.4,54.9,313.9,0.193,0
2025-10-01T06:19:00,41.82,55.91,302.0,0.189,0
2025-10-01T06:20:00,39.38,53.75,326.9,0.208,0
2025-10-01T06:21:00,35.38,54.55,332.2,0.261,0
2025-10-01T06:22:00,41.48,55.29,276.4,0.202,0
2025-10-01T06:23:00,42.2,56.42,317.5,0.251,0
2025-10-01T06:24:00,42.35,57.08,299.7,0.17,0
2025-10-01T06:25:00,42.75,54.24,266.4,0.246,0
2025-10-01T06:26:00,34.34,57.9,303.1,0.155,0
2025-10-01T06:27:00,38.37,56.84,335.9,0.189,0
2025-10-01T06:28:00,42.31,51.44,322.8,0.22,0
2025-10-01T06:29:00,42.08,54.39,275.0,0.233,0
2025-10-01T06:30:00,38.88,54.85,278.4,0.224,0
2025-10-01T06:31:00,45.08,59.06,307.8,0.084,0
2025-10-01T06:32:00,42.27,51.13,304.0,0.191,0
2025-10-01T06:33:00,39.55,58.0,296.3,0.262,0
2025-10-01T06:34:00,38.35,53.95,278.8,0.193,0
2025-10-01T06:35:00,39.4,56.66,293.9,0.18,0
2025-10-01T06:36:00,43.47,54.35,297.4,0.256,0
2025-10-01T06:37:00,40.92,55.83,311.3,0.231,0
2025-10-01T06:38:00,39.47,56.45,321.4,0.233,0
2025-10-01T06:39:00,37.0,53.34,292.1,0.173,0
2025-10-01T06:40:00,36.33,55.61,282.9,0.163,0
2025-10-01T06:41:00,40.1,56.41,280.4,0.196,0
2025-10-01T06:42:00,42.79,55.14,309.5,0.172,0
2025-10-01T06:43:00,37.55,55.09,316.7,0.197,0
2025-10-01T06:44:00,40.61,55.62,314.9,0.161,0
2025-10-01T06:45:00,37.54,56.39,299.1,0.176,0
2025-10-01T06:46:00,44.75,54.17,310.2,0.237,0
2025-10-01T06:47:00,38.12,52.53,321.8,0.125,0
2025-10-01T06:48:00,39.65,51.71,301.4,0.143,0
2025-10-01T06:49:00,78.6,50.71,352.5,6.202,1
2025-10-01T06:50:00,43.8,54.4,269.6,0.243,0
2025-10-01T06:51:00,37.71,53.78,278.9,0.216,0
2025-10-01T06:52:00,39.2,56.92,281.5,0.183,0
2025-10-01T06:53:00,41.35,51.21,278.3,0.2,0
2025-10-01T06:54:00,39.44,56.06,276.5,0.17,0
2025-10-01T06:55:00,42.33,54.15,321.1,0.121,0
2025-10-01T06:56:00,40.9,57.02,302.5,0.196,0
2025-10-01T06:57:00,36.77,54.07,330.2,0.159,0
2025-10-01T06:58:00,43.62,54.97,269.8,0.192,0
2025-10-01T06:59:00,37.47,57.1,271.2,0.298,0
2025-10-01T07:00:00,42.53,56.93,316.8,0.236,0
2025-10-01T07:01:00,38.36,55.22,353.6,0.187,0
2025-10-01T07:02:00,36.8,52.37,317.5,0.251,0
2025-10-01T07:03:00,45.14,58.61,368.1,0.187,0
2025-10-01T07:04:00,48.77,59.78,317.4,0.114,0
2025-10-01T07:05:00,46.27,55.72,340.2,0.234,0
2025-10-01T07:06:00,41.95,57.03,342.7,0.264,0
2025-10-01T07:07:00,38.11,62.15,327.2,0.189,0
2025-10-01T07:08:00,44.48,55.41,330.4,0.196,0
2025-10-01T07:09:00,46.06,54.85,324.5,0.171,0
2025-10-01T07:10:00,41.65,56.55,316.2,0.151,0
2025-10-01T07:11:00,41.13,56.14,339.5,0.22,0
2025-10-01T07:12:00,44.96,57.64,342.7,0.253,0
2025-10-01T07:13:00,39.76,54.71,334.0,0.203,0
2025-10-01T07:14:00,41.78,59.92,323.7,0.224,0
2025-10-01T07:15:00,49.15,59.6,315.0,0.177,0
2025-10-01T07:16:00,43.12,57.51,351.5,0.158,0
2025-10-01T07:17:00,40.0,58.1,331.1,0.215,0
2025-10-01T07:18:00,45.48,55.69,360.7,0.145,0
2025-10-01T07:19:00,37.8,54.02,282.2,0.203,0
2025-10-01T07:20:00,40.21,59.1,334.1,0.242,0
2025-10-01T07:21:00,38.59,57.42,331.6,0.231,0
2025-10-01T07:22:00,46.99,61.99,324.6,0.262,0
2025-10-01T07:23:00,40.99,56.66,325.0,0.211,0
2025-10-01T07:24:00,45.16,55.42,331.5,0.233,0
2025-10-01T07:25:00,43.95,57.6,321.7,0.161,0
2025-10-01T07:26:00,43.52,56.22,326.4,0.294,0
2025-10-01T07:27:00,38.53,58.4,335.0,0.172,0
2025-10-01T07:28:00,43.38,55.15,344.3,0.191,0
